;Title;Date;Authors;Tags;NLP Keywords;Url
1324;COVID: Sajid Javid says COVID could be with us forever but hopes all measures lifted by March;Thursday 20 January 2022 10:02, UK;['sunita patel-carstairs', '@sunnynadal'];['boris johnson', 'covid', 'covid-19', 'coronavirus', 'omicron', 'sajid javid'];['video', 'measures', 'covid', 'health', 'forever', 'plan', 'rules', 'player', 'think', 'javid', 'restrictions', 'going', 'lifted', 'live', 'sajid', 'hopes'];https://web.archive.org/web/20220120103638/https://news.sky.com/story/covid-sajid-javid-says-covid-could-be-with-us-forever-but-hopes-all-measures-lifted-by-march-12520495
1325;"Is this the beginning of the end of pandemic? Submit your questions for live online Q&A;";;[];['live'];['question', 'covid', 'answering', 'qa', 'tom', 'pandemic', 'skys', 'things', 'beginning', 'wider', 'live', 'online', 'end', 'questions', 'submit', 'welcome'];https://web.archive.org/web/20220120103638/https://news.sky.com/story/is-this-the-beginning-of-the-end-of-pandemic-submit-your-questions-for-live-online-q-a-12520683
1326;Afghanistan: US forced to release video of drone strike on Islamic State that killed 10 civilians;Thursday 20 January 2022 09:18, UK;[];['afghanistan'];['video', 'state', 'york', 'times', 'afghanistan', 'civilians', 'drone', 'request', 'release', 'targeted', 'forced', 'strike', 'killed', 'islamic'];https://web.archive.org/web/20220120103638/https://news.sky.com/video/afghanistan-us-forced-to-release-video-of-drone-strike-on-islamic-state-that-killed-10-civilians-12520720
1327;Partygate: Sajid Javid admits David Davis denunciation was damaging to Boris Johnson;Thursday 20 January 2022 08:13, UK;[];['boris johnson', 'downing street parties'];['boris', 'denunciation', 'admits', 'speech', 'damaging', 'partygate', 'secretary', 'javid', 'davis', 'david', 'mp', 'sajid', 'johnson'];https://web.archive.org/web/20220120103638/https://news.sky.com/video/partygate-sajid-javid-admits-david-davis-denunciation-was-damaging-to-boris-johnson-12520518
1328;Lord Of The Rings: New Amazon show gets a trailer, release date and title - The Rings Of Power;Thursday 20 January 2022 10:33, UK;[];['amazon', 'lord of the rings'];['power', 'date', 'amazon', 'age', 'lord', 'second', 'trilogy', 'gets', 'teaser', 'release', 'title', 'trailer', 'tolkiens', 'rings'];https://web.archive.org/web/20220120103638/https://news.sky.com/story/lord-of-the-rings-new-amazon-show-gets-a-trailer-release-date-and-title-the-rings-of-power-12520704
1329;Boris Johnson lockdown parties: David Davis telling PM to resign is 'damaging', Sajid Javid admits;Thursday 20 January 2022 08:57, UK;['alix culbertson', '@alixculbertson'];['boris johnson', 'conservatives', 'david davis'];['tory', 'told', 'resign', 'prime', 'damaging', 'mr', 'think', 'javid', 'davis', 'telling', 'lockdown', 'david', 'conservative', 'sajid', 'parties', 'johnson'];https://web.archive.org/web/20220120103638/https://news.sky.com/story/boris-johnson-lockdown-parties-david-davis-telling-pm-to-resign-is-damaging-sajid-javid-admits-12520514
1330;Novak Djokovic: Minister acted correctly in cancelling tennis player's visa, Australian court says;Thursday 20 January 2022 09:28, UK;[];['novak djokovic', 'tennis'];['video', 'vaccinated', 'judges', 'players', 'novak', 'djokovic', 'minister', 'mr', 'correctly', 'open', 'tennis', 'court', 'cancelling', 'visa', 'australian'];https://web.archive.org/web/20220120103638/https://news.sky.com/story/novak-djokovic-minister-acted-correctly-in-cancelling-tennis-players-visa-australian-court-says-12520679
1331;Boris Johnson: Tory MP accuses No 10 of blackmailing colleagues;Thursday 20 January 2022 12:04, UK;[];['boris johnson', 'covid-19', 'downing street parties'];['boris', 'tory', 'wragg', 'colleagues', 'faced', 'mps', 'intimidation', 'blackmailing', 'accuses', 'number', 'vote', 'public', 'mp', 'johnson'];https://web.archive.org/web/20220120134000/https://news.sky.com/video/boris-johnson-tory-mp-accuses-no-10-of-blackmailing-colleagues-12520799
1332;COVID news latest - live updates: Builders among professions with lowest vaccine rate - as unjabbed Chelsea players could miss Champions League game;;[];['covid', 'covid-19', 'coronavirus', 'live', 'omicron'];['league', 'miss', 'test', 'vaccine', 'players', 'rate', 'tested', 'testing', 'think', 'day', 'professions', 'quite', 'raised', 'rules', 'unjabbed', 'updates', 'positive', 'lowest', 'live'];https://web.archive.org/web/20220120134000/https://news.sky.com/story/covid-news-latest-live-updates-plan-b-coronavirus-restrictions-eased-today-face-masks-self-isolation-rules-uk-12507015
1333;Langwith Junction murder: Man arrested over death of woman, 86, and attempted murder of her husband;Thursday 20 January 2022 13:06, UK;[];[];['murder', 'walker', 'woman', 'junction', 'kirby', '86', 'suspicion', 'mr', 'derbyshire', 'man', 'attempted', 'weve', 'langwith', 'husband', 'death', 'information', 'saidthe', 'arrested'];https://web.archive.org/web/20220120134000/https://news.sky.com/story/man-arrested-over-murder-of-woman-86-and-attempted-murder-of-her-88-year-old-husband-12520859
1334;Zara Rutherford: British-Belgian teenager becomes youngest woman to fly solo around the world;Thursday 20 January 2022 13:42, UK;[];[];['woman', 'started', 'moments', 'teenager', 'world', 'rutherford', 'youngest', 'solo', 'pilots', 'fly', 'roundtheworld', 'record', 'landed', 'zara', 'dreams', 'flying', 'britishbelgian'];https://web.archive.org/web/20220120134000/https://news.sky.com/story/british-belgian-teen-zara-rutherford-becomes-youngest-woman-to-fly-solo-round-the-world-12520894
1335;Pakistan: Woman sentenced to death on blasphemy charges over WhatsApp messages;Thursday 20 January 2022 13:03, UK;[];['pakistan'];['woman', 'religious', 'charges', 'court', 'blasphemous', 'messages', 'whatsapp', 'death', 'convicted', 'blasphemy', 'pakistan', 'sentenced'];https://web.archive.org/web/20220120134000/https://news.sky.com/story/pakistan-woman-sentenced-to-death-on-blasphemy-charges-over-whatsapp-messages-12520818
1336;Texas synagogue siege: Audio of British gunman speaking to brother;Thursday 20 January 2022 12:23, UK;[];['texas synagogue siege'];['speaking', 'unharmed', 'shot', 'standoff', 'gunman', 'team', 'siege', 'british', 'released', 'brother', 'audio', 'swat', 'texas', 'synagogue'];https://web.archive.org/web/20220120134000/https://news.sky.com/video/texas-synagogue-siege-audio-of-british-gunman-speaking-to-brother-12520892
1337;Tonga tsunami: Devastation after eruption of Hunga Tonga-Hunga Ha'apai volcano;Thursday 20 January 2022 11:33, UK;[];['tonga'];['vakaloa', 'eruption', 'haapai', 'shows', 'devastation', 'trees', 'shoreline', 'volcanofootage', 'tonga', 'volcano', 'hunga', 'tsunami', 'tongahunga'];https://web.archive.org/web/20220120134000/https://news.sky.com/video/tonga-tsunami-devastation-after-eruption-of-hunga-tonga-hunga-haapai-volcano-12520806
1338;Syrians build snowmen as snow and ice hit Damascus;Thursday 20 January 2022 10:03, UK;[];[];['snowy', 'turkey', 'syrian', 'ice', 'snow', 'damascus', 'swept', 'hit', 'syrians', 'storm', 'build', 'stuff', 'white', 'snowmen'];https://web.archive.org/web/20220120134000/https://news.sky.com/video/syrians-build-snowmen-as-snow-and-ice-hit-damascus-12520758
1339;COVID-19: Health Secretary says we must 'learn to live' with coronavirus;Thursday 20 January 2022 11:13, UK;[];['covid-19', 'sajid javid'];['covid19', 'covid', 'health', 'forever', 'secretary', 'javid', 'going', 'live', 'away', 'coronavirus', 'learn', 'sajid'];https://web.archive.org/web/20220120134000/https://news.sky.com/video/covid-19-health-secretary-says-we-must-learn-to-live-with-coronavirus-12520774
1340;Boris Johnson: Sajid Javid describes David Davis' intervention in the Commons yesterday 'damaging';Thursday 20 January 2022 11:42, UK;[];['boris johnson', 'downing street parties'];['boris', 'tory', 'intervention', 'damaging', 'describes', 'wake', 'yesterday', 'javid', 'davis', 'commons', 'words', 'david', 'sajid', 'johnson'];https://web.archive.org/web/20220120134000/https://news.sky.com/video/boris-johnson-sajid-javid-describes-david-davis-intervention-in-the-commons-yesterday-damaging-12520752
1341;Labour defends no Bury South by-election after defection of tory MP;Thursday 20 January 2022 12:13, UK;[];[];['defection', 'tory', 'byelection', 'wakefords', 'mpchristian', 'political', 'mps', 'defends', 'labour', 'life', 'bury', 'letters', 'mp', 'south', 'pmqs'];https://web.archive.org/web/20220120134000/https://news.sky.com/video/labour-defends-no-bury-south-by-election-after-defection-of-tory-mp-12520701
1342;COVID-19: Wetherspoons chief 'breakdancing round my living room' as Plan B rules ease;Thursday 20 January 2022 12:06, UK;['john-paul ford rojas', '@jpfordrojas'];[];['room', 'slump', 'quarter', 'wetherspoons', 'round', 'breakdancing', 'ease', 'living', 'parties', 'plan', 'omicron', 'restrictions', 'chief', 'normal', 'working', 'covid19', 'rules', 'sales', 'martin'];https://web.archive.org/web/20220120134000/https://news.sky.com/story/covid-19-wetherspoons-chief-breakdancing-round-my-living-room-as-plan-b-rules-ease-12520846
1343;Two men arrested in Birmingham and Manchester over Texas synagogue siege;Thursday 20 January 2022 10:09, UK;[];['malik faisal akram'];['birmingham', 'security', 'saidthe', 'siege', 'gmp', 'officers', 'investigated', 'manchester', 'men', 'released', 'texas', 'arrested', 'synagogue'];https://web.archive.org/web/20220120134000/https://news.sky.com/story/two-men-arrested-in-birmingham-and-manchester-over-texas-synagogue-siege-12520680
1344;Amazon announces plans to open its first clothing store in Southern California this year;Thursday 20 January 2022 12:34, UK;[];['amazon', 'united states', 'technology'];['amazon', 'style', 'southern', 'announces', 'shoppers', 'physical', 'customers', 'pic', 'shopping', 'store', 'clothing', 'open', 'clothes', 'technology', 'plans', 'california'];https://web.archive.org/web/20220120134000/https://news.sky.com/story/amazon-announces-plans-to-open-its-first-clothing-store-in-southern-california-this-year-12520762
1345;Prince Andrew's social media accounts shut down and set to private after he is stripped of military titles;Thursday 20 January 2022 11:14, UK;[];['jeffrey epstein', 'prince andrew'];['york', 'set', 'media', 'stripped', 'military', 'royal', 'prince', 'case', 'titles', 'yorks', 'ms', 'social', 'private', 'duke', 'giuffres', 'andrew', 'andrews', 'shut'];https://web.archive.org/web/20220120134000/https://news.sky.com/story/prince-andrews-social-media-accounts-closed-down-and-set-to-private-after-he-is-stripped-of-military-titles-12520729
1346;COVID-19: New 'game-changing' X-ray technology developed which can detect coronavirus in minutes;Thursday 20 January 2022 10:53, UK;[];['covid-19', 'coronavirus'];['england', 'detect', 'covid19', 'research', 'pcr', 'gamechanging', 'uws', 'work', 'xray', 'uses', 'minutes', 'coronavirus', 'technology', 'developed', 'testing'];https://web.archive.org/web/20220120134000/https://news.sky.com/story/covid-19-new-game-changing-x-ray-technology-developed-which-can-detect-coronavirus-in-minutes-12520697
1347;COVID-19: People changed behaviour voluntarily, not because of Plan B rules - SAGE scientists told;Thursday 20 January 2022 13:50, UK;[];['covid', 'covid-19', 'coronavirus', 'sage'];['covid19', 'covid', 'plan', 'scientists', 'changed', 'behaviour', 'rules', 'infections', 'omicron', 'b', 'sage', 'told', 'peak', 'voluntarily'];https://web.archive.org/web/20220120141311/http://news.sky.com/story/covid-19-people-changed-behaviour-voluntarily-not-because-of-plan-b-rules-sage-scientists-told-12520868
1348;Tonga: First foreign aid planes arrive as new photos show tsunami devastation;Thursday 20 January 2022 12:55, UK;['sunita patel-carstairs', '@sunnynadal'];['tonga'];['planes', 'video', 'homes', 'devastation', 'volcanic', 'oil', 'drinking', 'player', 'foreign', 'ash', 'arrive', 'water', 'tonga', 'aid', 'tsunami', 'australian', 'photos'];https://web.archive.org/web/20220120141311/http://news.sky.com/story/tonga-first-foreign-aid-planes-arrive-as-new-photos-show-tsunami-devastation-12520491
1349;Partygate: Boris Johnson denies William Wragg claims Conservative Whips 'blackmailed' Tory MPs;Thursday 20 January 2022 13:36, UK;[];['boris johnson'];['senior', 'tory', 'denies', 'wragg', 'partys', 'mps', 'partygate', 'william', 'claims', 'whips', 'support', 'threatening', 'conservative', 'johnson'];https://web.archive.org/web/20220120141311/http://news.sky.com/video/partygate-boris-johnson-denies-william-wragg-claims-conservative-whips-blackmailed-tory-mps-12520951
1350;Britney Spears' father spied on her using secret listening device, ex-FBI agent claims;Thursday 20 January 2022 12:27, UK;[];['britney spears'];['spears', 'exfbi', 'device', 'recording', 'mr', 'spearss', 'ebadi', 'using', 'claims', 'ms', 'listening', 'bedroom', 'father', 'spied', 'secret', 'britney', 'vlasov'];https://web.archive.org/web/20220120141311/http://news.sky.com/story/britney-spears-father-spied-on-her-using-secret-listening-device-ex-fbi-agent-claims-12520776
1351;Russia invasion fears as Britain sends 2,000 anti-tank weapons to Ukraine;Thursday 20 January 2022 15:53, UK;['deborah haynes', '@haynesdeborah'];['russia', 'ukraine'];['2000', 'antitank', 'uk', 'military', 'flights', 'weapons', 'defence', 'invasion', 'fears', 'sends', 'support', 'britain', 'training', 'personnel', 'russia', 'ukraine'];https://web.archive.org/web/20220120143734/http://news.sky.com/story/russia-invasion-fears-as-britain-sends-2-000-anti-tank-weapons-to-ukraine-12520950
1352;Liberia: Twenty-nine die in stampede after gang attacks all-night Christian event in Monrovia;Thursday 20 January 2022 14:57, UK;[];['liberia'];['allnight', 'crowd', 'event', 'woman', 'twentynine', 'died', '29', 'weapons', 'called', 'gang', 'happened', 'stampede', 'liberia', 'christian', 'monrovia', 'men', 'die', 'attacks'];https://web.archive.org/web/20220120143734/http://news.sky.com/story/liberia-twenty-nine-die-in-stampede-after-gang-with-knives-attacks-christian-ceremony-in-monrovia-12520974
1353;Banksy: Robbie Williams to auction off three of artist's most famous works including Girl With Balloon;Thursday 20 January 2022 15:42, UK;[];['banksy', 'robbie williams'];['famous', 'version', 'kissing', 'balloon', 'artists', 'works', 'robbie', 'girl', 'coppers', 'paintings', 'banksy', 'auction', 'including', 'vandalised', 'williams', 'choppers', 'oils', 'sothebys'];https://web.archive.org/web/20220120143734/http://news.sky.com/story/banksy-robbie-williams-to-auction-off-three-of-artists-most-famous-works-including-girl-with-balloon-12520866
1354;Ukraine-Russia conflict: British weapons systems arrive in Kyiv, Ukraine;Thursday 20 January 2022 13:06, UK;[];['ukraine'];['kyiv', 'ukraineukraine', 'russian', 'uk', 'weapons', 'troops', 'thousands', 'conflict', 'british', 'ukrainerussia', 'shipments', 'threat', 'arrive', 'systems', 'ukraine'];https://web.archive.org/web/20220120143734/http://news.sky.com/video/ukraine-russia-conflict-british-weapons-systems-arrive-in-kyiv-ukraine-12520912
1355;Former pope Benedict XVI failed to act on four cases of sexual abuse, report finds;Thursday 20 January 2022 14:22, UK;[];['germany'];['munich', 'pope', 'xvi', 'work', 'sexual', 'cases', 'priest', 'report', 'failed', 'benedict', 'abuse', 'archbishop', 'ratzinger', 'pastoral', 'convicted', 'finds', 'act'];https://web.archive.org/web/20220120143734/http://news.sky.com/story/former-pope-benedict-xvi-failed-to-act-on-four-cases-of-sexual-abuse-report-finds-12520888
1356;Two kidneys transplanted into human from genetically-modified pig in world-first operation;Thursday 20 January 2022 14:48, UK;[];[];['parsons', 'transplant', 'jim', 'wanted', 'pig', 'geneticallymodified', 'kidney', 'organs', 'waiting', 'transplanted', 'operation', 'family', 'human', 'kidneys', 'worldfirst', 'death'];https://web.archive.org/web/20220120145130/http://news.sky.com/story/two-kidneys-transplanted-into-human-from-genetically-modified-pig-in-world-first-operation-12520930
1357;Boris Johnson: Tories who want PM to resign 'facing intimidation and blackmail' from party and should contact police, MP says;Thursday 20 January 2022 13:32, UK;['alix culbertson', '@alixculbertson'];['boris johnson', 'downing street parties'];['boris', 'tory', 'tories', 'wragg', 'resign', 'facing', 'mps', 'mr', 'intimidation', 'whip', 'vote', 'whips', 'party', 'told', 'contact', 'mp', 'blackmail', 'johnson'];https://web.archive.org/web/20220120151234/http://news.sky.com/story/tories-who-want-pm-to-resign-facing-intimidation-and-blackmail-from-party-mp-warns-12520768
1358;Anders Breivik: Norwegian terrorist still 'very dangerous' after 10 years in jail and should not be released on parole, court told;Thursday 20 January 2022 15:29, UK;[];['anders breivik', 'norway'];['utoya', 'prison', 'sentence', 'prosecutors', 'extremist', 'request', 'maximum', 'released', 'dangerous', 'jail', 'breivik', 'told', 'court', 'anders', 'parole', 'norwegian', 'terrorist'];https://web.archive.org/web/20220120151234/http://news.sky.com/story/anders-breivik-norwegian-terrorist-still-very-dangerous-after-10-years-in-jail-and-should-not-be-released-on-parole-court-told-12520924
1359;Andy Murray and Emma Raducanu defeated at Australian Open - as one Briton left standing;Thursday 20 January 2022 14:59, UK;[];['andy murray', 'australian open', 'emma raducanu', 'tennis'];['ranked', 'emma', 'opponent', 'andy', 'left', '64', 'really', 'murray', 'pic', 'raducanu', 'open', 'briton', 'standing', 'match', 'australian', 'defeated'];https://web.archive.org/web/20220120153149/http://news.sky.com/story/andy-murray-and-emma-raducanu-defeated-at-australian-open-as-one-briton-left-standing-12520886
1360;COVID: Northern Ireland to ease restrictions on nightclubs and hospitality;Thursday 20 January 2022 16:52, UK;[];['covid-19', 'coronavirus', 'northern ireland'];['covid', 'restaurants', 'hospitality', 'variant', 'working', 'ireland', 'minister', 'rules', 'restrictions', 'longer', 'nightclubs', 'changes', 'northern', 'test', 'requirements', 'ease'];https://web.archive.org/web/20220120163532/https://news.sky.com/story/covid-northern-ireland-to-ease-restrictions-on-nightclubs-and-hospitality-12521084
1361;Energy crisis: Aquind cross-Channel power cable project rejected by government;Thursday 20 January 2022 15:55, UK;[];[];['cable', 'power', 'portsmouth', 'crisis', 'temerko', 'aquind', 'surge', 'secretary', 'mr', 'rejected', 'project', 'mp', 'unprecedented', 'crosschannel', 'energy'];https://web.archive.org/web/20220120163532/https://news.sky.com/story/energy-crisis-aquind-cross-channel-power-cable-project-rejected-12521051
1362;Partygate: Christian Wakeford says he was 'threatened' he would not get school in his constituency;Thursday 20 January 2022 17:09, UK;[];['downing street parties'];['tories', 'street', 'wakeford', 'partygate', 'way', 'constituency', 'christian', 'school', 'vote', 'threatened', 'mp', 'south'];https://web.archive.org/web/20220120163532/https://news.sky.com/video/partygate-christian-wakeford-says-he-was-threatened-he-would-not-get-school-in-his-constituency-12521038
1363;Partygate: Boris Johnson denies William Wragg claims that Conservative whips 'blackmailed' Tory MPs;Thursday 20 January 2022 15:23, UK;[];['downing street parties'];['senior', 'tory', 'denies', 'wragg', 'partys', 'mps', 'partygate', 'william', 'claims', 'whips', 'support', 'threatening', 'conservative', 'johnson'];https://web.archive.org/web/20220120163532/https://news.sky.com/video/partygate-boris-johnson-denies-william-wragg-claims-that-conservative-whips-blackmailed-tory-mps-12520991
1364;Boris Johnson: Tory MP accuses No 10 of blackmailing colleagues;Thursday 20 January 2022 15:27, UK;[];[];['boris', 'tory', 'wragg', 'colleagues', 'faced', 'mps', 'intimidation', 'blackmailing', 'accuses', 'number', 'vote', 'public', 'mp', 'johnson'];https://web.archive.org/web/20220120163532/https://news.sky.com/video/boris-johnson-tory-mp-accuses-no-10-of-blackmailing-colleagues-12520998
1365;Dog rescued from drowning after sausage dangled from drone in Hampshire;Thursday 20 January 2022 15:50, UK;[];['hampshire', 'dogs'];['sausages', 'sausage', 'tides', 'dog', 'hampshire', 'drone', 'owner', 'drowning', 'millie', 'dangled', 'rising', 'rescue', 'away', 'guardian', 'rescued'];https://web.archive.org/web/20220120163532/https://news.sky.com/story/dog-rescued-from-drowning-after-sausage-dangled-from-drone-in-hampshire-12520987
1366;Climate change: Shell carbon capture facility 'secures just 48% of hydrogen production emissions';Thursday 20 January 2022 17:36, UK;['helen-ann smith', '@helenannsmith0'];['climate crisis'];['facility', 'energy', 'shell', 'emissions', 'climate', 'change', 'blue', 'hydrogen', 'project', 'production', 'technology', 'carbon', 'secures', 'capture'];https://web.archive.org/web/20220120184405/http://news.sky.com/story/climate-change-shell-carbon-capture-facility-secures-just-48-of-hydrogen-production-emissions-12520938
1367;Doomsday Clock stays at 100 seconds to midnight and remains 'closest to apocalypse' ever;Thursday 20 January 2022 18:18, UK;[];['covid-19', 'climate change'];['stays', 'bulletin', 'clock', 'global', '100', 'safer', 'change', 'midnight', 'world', 'security', 'doomsday', 'scientists', 'nuclear', 'remains', 'apocalypse', 'closest', 'seconds'];https://web.archive.org/web/20220120184405/http://news.sky.com/story/doomsday-clock-stays-at-100-seconds-to-midnight-and-remains-closest-to-apocalypse-ever-12521110
1368;Partygate: Christian Wakeford says he was 'threatened' he would not get school in his constituency;Thursday 20 January 2022 17:09, UK;[];['downing street parties'];['tories', 'street', 'wakeford', 'partygate', 'way', 'constituency', 'christian', 'school', 'vote', 'threatened', 'mp', 'south'];https://web.archive.org/web/20220120184405/http://news.sky.com/video/partygate-christian-wakeford-says-he-was-threatened-he-would-not-get-school-in-his-constituency-12521096
1369;Boris Johnson: Russian incursion into Ukraine would be 'disaster for the world';Thursday 20 January 2022 17:56, UK;[];['ukraine'];['boris', 'russian', 'uk', 'sovereignty', 'kind', 'world', 'stands', 'warned', 'squarely', 'incursion', 'ukraine', 'disaster', 'russia', 'johnson'];https://web.archive.org/web/20220120184405/http://news.sky.com/video/boris-johnson-russian-incursion-into-ukraine-would-be-disaster-for-the-world-12521114
1370;Downing Street parties: Growing Tory civil war as MPs wait for Sue Gray's partygate report to determine Boris Johnson's future;Thursday 20 January 2022 18:23, UK;['sam coates', '@samcoatessky'];['boris johnson', 'downing street parties'];['video', 'mp', 'tory', 'street', 'mps', 'mr', 'war', 'report', 'partygate', 'player', 'vote', 'johnsons', 'wait', 'sue', 'parties', 'johnson'];https://web.archive.org/web/20220120184405/http://news.sky.com/story/downing-street-parties-growing-tory-civil-war-as-mps-wait-for-sue-grays-partygate-report-to-determine-boris-johnsons-future-12521166
1371;Sam Coates;;[];[];['worked', 'coates', 'washington', 'working', 'editor', 'sam', '2005', 'westminster', 'westminsterhe', 'won', 'white', 'covered'];https://web.archive.org/web/20220120184405/http://news.sky.com/author/sam-coates-763
1372;'Not moral or immoral but amoral': Party whips have always revelled in their notoriety;Thursday 20 January 2022 18:04, UK;['jon craig', '@joncraig'];[];['chief', 'revelled', 'walter', 'used', 'mr', 'house', 'mitchell', 'whip', 'amoral', 'moral', 'immoral', 'young', 'office', 'whips', 'party', 'notoriety'];https://web.archive.org/web/20220120184405/http://news.sky.com/story/not-moral-or-immoral-but-amoral-party-whips-have-always-revelled-in-their-notoriety-12521135
1373;Christian Wakeford: Should there be a by-election in Bury South after MP defected?;Thursday 20 January 2022 16:59, UK;['alix culbertson', '@alixculbertson'];['conservatives', 'labour'];['tory', 'byelection', 'wakeford', 'byelections', 'mr', 'labour', 'think', 'defected', 'christian', 'bury', 'party', 'mp', 'south'];https://web.archive.org/web/20220120184405/http://news.sky.com/story/christian-wakeford-should-there-be-a-by-election-in-bury-south-after-mp-defected-12521060
1374;Queen 'shocked and saddened' as she sends message after devastating Tonga volcano eruption and tsunami;Thursday 20 January 2022 17:46, UK;[];['queen', 'volcano', 'tonga', 'tsunami'];['eruption', 'king', 'majesty', 'following', 'sent', 'shocked', 'sends', 'saddened', 'queen', 'devastating', 'tonga', 'message', 'volcano', 'hunga', 'tsunami', 'tongahunga'];https://web.archive.org/web/20220120184405/http://news.sky.com/story/queen-shocked-and-saddened-as-she-sends-message-after-devastating-tonga-volcano-eruption-and-tsunami-12521087
1375;Boris Johnson's study into Scotland-Northern Ireland bridge cost taxpayers £900,000;Thursday 20 January 2022 19:09, UK;[];[];['scotlandnorthern', 'boris', 'transport', 'cost', 'uk', 'work', 'rail', 'ireland', 'study', '900000', 'connectivity', 'bridge', 'review', 'taxpayers', 'link', 'johnsons'];https://web.archive.org/web/20220120184405/http://news.sky.com/story/boris-johnsons-study-into-scotland-northern-ireland-bridge-cost-taxpayers-900-000-12521095
1376;World's first space-based movie and entertainment studio set to launch in 2024 - allowing actors and content creators to film above Earth;Thursday 20 January 2022 18:00, UK;[];['international space station', 'tom cruise'];['station', 'set', 'worlds', 'iss', 'provide', 'movie', 'earth', 'shoot', 'creators', 'film', 'see1', 'entertainment', 'spacebased', 'launch', 'studio', 'space'];https://web.archive.org/web/20220120184405/http://news.sky.com/story/worlds-first-space-based-movie-and-entertainment-studio-set-to-launch-in-2024-allowing-actors-and-content-creators-to-film-above-earth-12521007
1377;Backstage Podcast: Sir Kenneth Branagh, Rupert Grint, and a new Downton?;Thursday 20 January 2022 17:01, UK;[];['backstage podcast', 'podcasts'];['podcast', 'grint', 'branagh', 'wong', 'downton', 'sky', 'podcasts', 'watching', 'youve', 'rupert', 'week', 'film', 'backstage', 'sir', 'welcome', 'kenneth'];https://web.archive.org/web/20220120184405/http://news.sky.com/story/backstage-podcast-sir-kenneth-branagh-rupert-grint-and-a-new-downton-12521050
1378;Ukraine: 'Russia will pay heavy price' if it invades neighbouring country, President Biden warns;Thursday 20 January 2022 18:45, UK;['megan baynes', '@megbaynes'];['russia', 'ukraine', 'united states'];['russian', 'heavy', 'putin', 'talks', 'response', 'west', 'invasion', 'pay', 'neighbouring', 'invades', 'president', 'price', 'biden', 'warns', 'country', 'russia', 'ukraine'];https://web.archive.org/web/20220120200431/http://news.sky.com/story/ukraine-russia-will-pay-heavy-price-if-it-invades-neighbouring-country-president-biden-warns-12521088
1379;Christian Wakeford: MP who defected to Labour claims he was threatened with loss of school in constituency;Thursday 20 January 2022 19:00, UK;['alan mcguinness', '@alan_mcguinness'];['conservatives', 'labour'];['video', 'tory', 'loss', 'wakeford', 'mr', 'player', 'labour', 'constituency', 'defected', 'school', 'claims', 'christian', 'party', 'conservative', 'threatened', 'vote', 'mp'];https://web.archive.org/web/20220120200431/http://news.sky.com/story/christian-wakeford-mp-who-defected-to-labour-claims-he-was-threatened-with-loss-of-school-in-constituency-12521082
1380;Zara Rutherford: British-Belgian teen pilot becomes youngest woman to fly solo around the world;Thursday 20 January 2022 19:48, UK;[];['belgium'];['video', 'woman', 'player19yearold', 'nations', 'britishbelgian', 'world', 'rutherford', 'youngest', 'solo', 'fly', 'zara', 'teen', 'pilot'];https://web.archive.org/web/20220120202334/http://news.sky.com/video/zara-rutherford-british-belgian-teen-pilot-becomes-youngest-woman-to-fly-solo-around-the-world-12521253
1381;Hospitals dealing with sicker patients due to delayed treatments during pandemic;Thursday 20 January 2022 19:58, UK;['ashish joshi', '@ashishskynews'];['covid-19', 'nhs', 'omicron'];['patients', 'hospitals', 'treatments', 'royal', 'muriel', 'emergency', 'sicker', 'pandemic', 'surge', 'seen', 'hospital', 'school', 'dealing', 'delayed', 'ward', 'sheila'];https://web.archive.org/web/20220120214432/http://news.sky.com/story/hospitals-dealing-with-sicker-patients-due-to-delayed-treatments-during-pandemic-12521157
1382;Tonga tsunami: 'Real life Aquaman' swims for 27 hours after huge waves swept him out to sea;Thursday 20 January 2022 20:11, UK;[];['tonga', 'tsunami'];['video', 'real', 'browser', 'hours', 'swims', 'sea', 'huge', 'tongan', 'player', 'chrome', 'accessible', 'waves', 'tonga', 'volcano', 'kept', 'tsunami', 'swept', 'life'];https://web.archive.org/web/20220120214432/http://news.sky.com/story/tonga-tsunami-real-life-aquaman-swims-for-27-hours-after-huge-waves-swept-him-out-to-sea-12521244
1383;COVID-19: Austria to make vaccine jabs mandatory - and police will check vaccination status;Thursday 20 January 2022 21:12, UK;['megan baynes', '@megbaynes'];['austria'];['covid19', 'vaccine', 'status', 'austrias', 'writing', 'called', 'mandatory', 'vaccination', 'check', 'austria', 'parliament', 'jabs', 'mandate', 'measure'];https://web.archive.org/web/20220120214432/http://news.sky.com/story/covid-19-austria-to-make-vaccine-jabs-mandatory-and-police-will-check-vaccination-status-12521280
1384;Fishermen 'lucky to be alive' after boat was hit by underwater German wartime bomb;Thursday 20 January 2022 19:32, UK;['megan baynes', '@megbaynes'];[];['lucky', 'alive', 'german', 'unexploded', 'wartime', 'crew', 'maib', 'taken', 'underwater', 'boat', 'report', 'sent', 'skipper', 'hit', 'bomb', 'suffered', 'fishermen'];https://web.archive.org/web/20220120214432/http://news.sky.com/story/fishermen-lucky-to-be-alive-after-boat-was-hit-by-underwater-german-wartime-bomb-12521226
